Symbol,Price~,Type,Strike,"Exp Date",DTE,Bid,Mid,Ask,Last,Volume,"Open Int","OI Chg",IV,Time
NKLA,0.957,Put,1,2023-11-03,11,0.14,0.15,0.15,0.14,943,48997,"-29,007",180.51%,"15:16 ET"
GOOG,138.31,Call,150,2024-01-19,88,4.05,4.07,4.1,4.05,691,26566,"-10,004",29.90%,"15:00 ET"
AAPL,173.09,Call,185,2023-11-17,25,1.05,1.06,1.06,1.07,16588,60711,"-8,369",24.73%,"15:15 ET"
AAPL,173.09,Call,190,2023-11-17,25,0.41,0.42,0.42,0.41,3264,44130,"-8,264",23.97%,"15:15 ET"
SE,44.32,Call,70,2023-11-17,25,0.1,0.11,0.11,0.1,1211,3509,"-6,070",85.80%,"15:14 ET"
AMZN,126.95,Put,124,2023-10-27,4,2.83,2.84,2.85,2.8,2531,5974,"-4,615",83.59%,"15:15 ET"
RIG,7.03,Call,8,2023-11-17,25,0.14,0.15,0.16,0.14,710,13008,"-4,534",59.93%,"15:16 ET"
AAPL,173.09,Call,185,2023-11-03,11,0.45,0.46,0.46,0.45,2859,20745,"-4,297",29.06%,"15:15 ET"
SIRI,4.45,Put,4.5,2023-10-27,4,0.15,0.18,0.2,0.17,5060,2174,"-4,189",82.96%,"14:56 ET"
PLUG,5.93,Put,7.5,2023-12-15,53,1.78,1.79,1.8,1.8,1538,32295,"-4,053",87.85%,"15:13 ET"
BAC,25.59,Put,27,2023-10-27,4,1.3,1.32,1.33,1.3,598,9900,"-3,235",24.90%,"15:17 ET"
AAPL,173.09,Put,185,2023-11-17,25,12.15,12.25,12.35,12.3,4340,23757,"-2,403",25.27%,"15:15 ET"
ABNB,120.64,Put,120,2023-11-17,25,6.2,6.28,6.35,6.2,534,7336,"-2,354",54.05%,"15:10 ET"
AMD,100.3,Put,90,2023-11-17,25,1.92,1.92,1.93,1.95,919,20101,"-2,354",58.98%,"15:12 ET"
AMZN,126.95,Call,160,2024-01-19,88,0.88,0.89,0.9,0.86,2446,13215,"-2,029",32.01%,"14:28 ET"
JD,24.85,Put,35,2023-12-15,53,10.1,10.13,10.15,10.13,3449,12415,"-2,019",0.00%,"15:16 ET"
AMZN,126.95,Call,135,2023-11-03,11,2.01,2.01,2.02,2,750,7015,"-2,015",53.00%,"15:12 ET"
NVDA,430.18,Call,500,2023-11-03,11,0.19,0.2,0.2,0.2,3145,7487,"-1,991",40.53%,"15:15 ET"
AAPL,173.09,Put,170,2023-11-17,25,3.75,3.78,3.8,3.8,5297,46761,"-1,862",30.85%,"15:16 ET"
TSLA,212.24,Put,260,2023-10-27,4,46.7,47.58,48.45,46.65,2828,2927,"-1,841",108.02%,"15:11 ET"
AMZN,126.95,Call,130,2023-10-27,4,3.2,3.23,3.25,3.25,12205,14400,"-1,819",81.21%,"15:16 ET"
NVDA,430.18,Put,320,2023-12-15,53,3.35,3.4,3.45,3.35,2296,3546,"-1,762",58.77%,"15:06 ET"
BMY,56.06,Put,72.5,2024-01-19,88,16.25,16.33,16.4,16.25,3280,1763,"-1,700",32.67%,"15:11 ET"
AAL,11.32,Put,11,2023-11-17,25,0.37,0.38,0.38,0.39,3461,47827,"-1,678",45.34%,"15:15 ET"
AMZN,126.95,Put,105,2024-01-19,88,1.96,1.97,1.98,1.92,1099,52262,"-1,548",42.00%,"13:49 ET"
LYFT,9.98,Call,13,2023-11-17,25,0.21,0.22,0.22,0.23,1542,3795,"-1,527",92.23%,"15:00 ET"
